"VBIS Classification","2021-06-16",,,,"Brick Equipment Classes",,,,,,
"Level 1","Level 2","Level 3","Level 4",,,,,,,,
"Furniture, Fittings & Equipment","Partitions","Workstation","Freestanding","FFE-Pa-Wo-Fr",,,,,,,
"Furniture, Fittings & Equipment","Partitions","Workstation","Desktop","FFE-Pa-Wo-De",,,,,,,
"Furniture, Fittings & Equipment","Partition Finish",,,"FFE-PF",,,,,,,
"Furniture, Fittings & Equipment","Partition Finish","Wall",,"FFE-PF-Wa",,,,,,,
"Furniture, Fittings & Equipment","Partition Finish","Wall","Paint","FFE-PF-Wa-Pa",,,,,,,
"Furniture, Fittings & Equipment","Podium",,,"FFE-Po","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Point of Sale",,,"FFE-POS",,,,,,,
"Furniture, Fittings & Equipment","Point of Sale","Cash Register",,"FFE-POS-CR",,,,,,,
"Furniture, Fittings & Equipment","Point of Sale","EFTPOS",,"FFE-POS-EFTPOS",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units",,,"FFE-PWU",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Bottled Cooler",,"FFE-PWU-BC",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Bottled Cooler","Ambient- Chilled","FFE-PWU-BC-AC",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Bottled Cooler","Boiling- Chilled","FFE-PWU-BC-BC",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Plumbed Cooler",,"FFE-PWU-PC",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Plumbed Cooler","Ambient- Chilled","FFE-PWU-PC-AC",,,,,,,
"Furniture, Fittings & Equipment","Potable Water Units","Plumbed Cooler","Boiling- Chilled","FFE-PWU-PC-BC",,,,,,,
"Furniture, Fittings & Equipment","Racks",,,"FFE-Ra","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet",,"FFE-Ra-Pa","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet","Selective","FFE-Ra-Pa-Se","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet","Double","FFE-Ra-Pa-Do","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet","Drive In","FFE-Ra-Pa-DI","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet","Push back","FFE-Ra-Pa-PB","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Pallet","Gravity flow","FFE-Ra-Pa-GF","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Racks","Cantilever",,"FFE-Ra-Ca","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Safes",,,"FFE-Saf",,,,,,,
"Furniture, Fittings & Equipment","Safes","Security",,"FFE-Saf-Se",,,,,,,
"Furniture, Fittings & Equipment","Safes","Security","Wall","FFE-Saf-Se-Wa",,,,,,,
"Furniture, Fittings & Equipment","Safes","Security","Free Standing","FFE-Saf-Se-FS",,,,,,,
"Furniture, Fittings & Equipment","Safes","Security","Floor Recessed","FFE-Saf-Se-FR",,,,,,,
"Furniture, Fittings & Equipment","Safes","Media",,"FFE-Saf-Me",,,,,,,
"Furniture, Fittings & Equipment","Safes","Media","Wall","FFE-Saf-Me-Wa",,,,,,,
"Furniture, Fittings & Equipment","Safes","Media","Free Standing","FFE-Saf-Me-FS",,,,,,,
"Furniture, Fittings & Equipment","Safes","Media","Floor Recessed","FFE-Saf-Me-FR",,,,,,,
"Furniture, Fittings & Equipment","Safes","Document",,"FFE-Saf-Doc",,,,,,,
"Furniture, Fittings & Equipment","Safes","Document","Wall","FFE-Saf-Doc-Wa",,,,,,,
"Furniture, Fittings & Equipment","Safes","Document","Free Standing","FFE-Saf-Doc-FS",,,,,,,
"Furniture, Fittings & Equipment","Safes","Document","Floor Recessed","FFE-Saf-Doc-FR",,,,,,,
"Furniture, Fittings & Equipment","Safes","Gun",,"FFE-Saf-Gu",,,,,,,
"Furniture, Fittings & Equipment","Safes","Gun","Wall","FFE-Saf-Gu-Wa",,,,,,,
"Furniture, Fittings & Equipment","Safes","Gun","Free Standing","FFE-Saf-Gu-FS",,,,,,,
"Furniture, Fittings & Equipment","Safes","Gun","Floor Recessed","FFE-Saf-Gu-FR",,,,,,,
"Furniture, Fittings & Equipment","Safes","Key",,"FFE-Saf-Ke",,,,,,,
"Furniture, Fittings & Equipment","Safes","Key","Wall","FFE-Saf-Ke-Wa",,,,,,,
"Furniture, Fittings & Equipment","Safes","Key","Free Standing","FFE-Saf-Ke-FS",,,,,,,
"Furniture, Fittings & Equipment","Safes","Key","Floor Recessed","FFE-Saf-Ke-FR",,,,,,,
"Furniture, Fittings & Equipment","Safes","Portable",,"FFE-Saf-Po",,,,,,,
"Furniture, Fittings & Equipment","Safes","Portable","Cash","FFE-Saf-Po-Ca",,,,,,,
"Furniture, Fittings & Equipment","Safety",,,"FFE-Sa","brick: Safety Equipment",,,,,,
"Furniture, Fittings & Equipment","Safety","Defibrillator",,"FFE-Sa-De","brick: AED",,,,,,
"Furniture, Fittings & Equipment","Safety","First Aid Kit",,"FFE-Sa-FAK","brick: First Aid Kit",,,,,,
"Furniture, Fittings & Equipment","Safety","Emergency Eye Wash Station",,"FFE-Sa-EEWS","brick: Eye Wash Station",,,,,,
"Furniture, Fittings & Equipment","Safety","Emergency Eye Wash Station","Personal","FFE-Sa-EEWS-Pe","brick: Eye Wash Station",,,,,,
"Furniture, Fittings & Equipment","Safety","Emergency Eye Wash Station","Portable","FFE-Sa-EEWS-Po","brick: Eye Wash Station",,,,,,
"Furniture, Fittings & Equipment","Skirting",,,"FFE-Sk",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Polyvinyl chloride (PVC)",,"FFE-Sk-PVC",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Timber",,"FFE-Sk-Ti",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Medium Density Fibreboard",,"FFE-Sk-MDF",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Plaster",,"FFE-Sk-Pl",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Rubber",,"FFE-Sk-Ru",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Alluminum",,"FFE-Sk-Al",,,,,,,
"Furniture, Fittings & Equipment","Skirting","Ceramic",,"FFE-Sk-Ce",,,,,,,
"Furniture, Fittings & Equipment","Sculptures",,,"FFE-Sc",,,,,,,
"Furniture, Fittings & Equipment","Sculptures","Floor Mounted",,"FFE-Sc-FM",,,,,,,
"Furniture, Fittings & Equipment","Sculptures","Stand Mounted",,"FFE-Sc-SM",,,,,,,
"Furniture, Fittings & Equipment","Sculptures","Wall Mounted",,"FFE-Sc-WM",,,,,,,
"Furniture, Fittings & Equipment","Sculptures","Relief",,"FFE-Sc-Re",,,,,,,
"Furniture, Fittings & Equipment","Seating",,,"FFE-Se","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating",,"FFE-Se-IAS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Fixed Seat","FFE-Se-IAS-PFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Fixed Seat Fixed Tablet","FFE-Se-IAS-PFSWFiT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Fixed Seat Folding Tablet","FFE-Se-IAS-PFSWFoT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Automatic Folding Seat","FFE-Se-IAS-PAFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Automatic Folding Seat Fixed Tablet","FFE-Se-IAS-PAFSWFiT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Plastic Automatic Folding Seat Folding Tablet","FFE-Se-IAS-PAFSWFoT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Fixed Seat","FFE-Se-IAS-UFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Fixed Seat Fixed Tablet","FFE-Se-IAS-UFSWFiT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Fixed Seat Folding Tablet","FFE-Se-IAS-UFSWFoT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Automatic Folding Seat","FFE-Se-IAS-UAFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Automatic Folding Seat Fixed Tablet","FFE-Se-IAS-UAFSWFiT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Indoor Auditorium Seating","Upholstered Automatic Folding Seat Folding Tablet","FFE-Se-IAS-UAFSWFoT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Outdoor Auditorium Seating",,"FFE-Se-OAS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Outdoor Auditorium Seating","Plastic Fixed Seat","FFE-Se-OAS-PFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Outdoor Auditorium Seating","Plastic Automatic Folding Seat","FFE-Se-OAS-PAFS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Bench",,"FFE-Se-Be","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Bench","Concrete","FFE-Se-Be-Co","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Multiseat Chair",,"FFE-Se-MC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Sofa",,"FFE-Se-So","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Sofa Bed",,"FFE-Se-SB","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Ottomans",,"FFE-Se-Ot","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Pews",,"FFE-Se-Pe","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Chaise",,"FFE-Se-Ch","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Rocking chairs",,"FFE-Se-RCh","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","High chairs",,"FFE-Se-HC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs",,"FFE-Se-OC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Ergonomic","FFE-Se-OC-Er","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Drafting","FFE-Se-OC-Dr","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Executive ","FFE-Se-OC-Ex","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Mesh ","FFE-Se-OC-Me","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Balance Ball","FFE-Se-OC-BB","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Kneeling ","FFE-Se-OC-Kn","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Saddle ","FFE-Se-OC-Sa","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Active Sitting","FFE-Se-OC-AS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Intensive- use chairs","FFE-Se-OC-IUC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Leaning Sit Stand","FFE-Se-OC-LSS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Office chairs","Conference ","FFE-Se-OC-Co","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Reception Chairs",,"FFE-Se-RC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Folding Chairs",,"FFE-Se-FC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Dining benches",,"FFE-Se-DB","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Dining chairs",,"FFE-Se-DC","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Seating","Stools",,"FFE-Se-St","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves",,,"FFE-Sh","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Gondola",,"FFE-Sh-Go","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Compactus",,"FFE-Sh-Co","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Wall",,"FFE-Sh-FW","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Wall","Timber","FFE-Sh-FW-Ti","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Wall","Metal","FFE-Sh-FW-Me","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Wall","Wire","FFE-Sh-FW-Wi","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Floor",,"FFE-Sh-FF","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Floor","Timber","FFE-Sh-FF-Ti","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Floor","Metal","FFE-Sh-FF-Me","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Fixed Floor","Wire","FFE-Sh-FF-Wi","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Free Standing",,"FFE-Sh-FS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Free Standing","Timber","FFE-Sh-FS-Ti","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Free Standing","Metal","FFE-Sh-FS-Me","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Shelves","Free Standing","Wire","FFE-Sh-FS-Wi","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser",,,"FFE-SD",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Gel",,"FFE-SD-Ge",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Gel","Automatic","FFE-SD-Ge-Au",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Gel","Manual","FFE-SD-Ge-Man",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Foam",,"FFE-SD-Fo",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Foam","Automatic","FFE-SD-Fo-Au",,,,,,,
"Furniture, Fittings & Equipment","Soap Dispenser","Foam","Manual","FFE-SD-Fo-Man",,,,,,,
"Furniture, Fittings & Equipment","Table",,,"FFE-Ta","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Boardroom",,"FFE-Ta-Bo","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Folding",,"FFE-Ta-Fo","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Dining",,"FFE-Ta-Di","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Dining","Free Standing","FFE-Ta-Di-FS","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Dining","Fixed","FFE-Ta-Di-Fi","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Dining","Extendable","FFE-Ta-Di-Ex","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Coffee",,"FFE-Ta-Co","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Dressing tables",,"FFE-Ta-DT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Table","Laboratory work benches and tables",,"FFE-Ta-LWBAT","brick: Furniture",,,,,,
"Furniture, Fittings & Equipment","Toilet Paper Dispenser",,,"FFE-TPD",,,,,,,
"Furniture, Fittings & Equipment","Toilet Paper Dispenser","Roll",,"FFE-TPD-Ro",,,,,,,
"Furniture, Fittings & Equipment","Toilet Paper Dispenser","Single Sheet",,"FFE-TPD-SS",,,,,,,
"Furniture, Fittings & Equipment","Toilet Sanitiser",,,"FFE-TS",,,,,,,
"Furniture, Fittings & Equipment","Toilet Sanitiser","Seat",,"FFE-TS-Se",,,,,,,
"Furniture, Fittings & Equipment","Toilet Sanitiser","Urinal",,"FFE-TS-Ur",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner",,,"FFE-VC",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Backpack",,"FFE-VC-Ba",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Canister",,"FFE-VC-Ca",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Deep Cleaner",,"FFE-VC-DC",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Upright",,"FFE-VC-Up",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Handheld",,"FFE-VC-Ha",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Stick",,"FFE-VC-St",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Pet",,"FFE-VC-Pe",,,,,,,
"Furniture, Fittings & Equipment","Vacuum Cleaner","Robotic",,"FFE-VC-Ro",,,,,,,
"Furniture, Fittings & Equipment","Wall Art",,,"FFE-WA",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Painting",,"FFE-WA-Pa",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Painting","Acrylic","FFE-WA-Pa-Ac",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Painting","Oil","FFE-WA-Pa-Oi",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Painting","Watercolour","FFE-WA-Pa-Wa",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Drawing",,"FFE-WA-Dr",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Drawing","Chalk ","FFE-WA-Dr-Cha",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Drawing","Charcoal ","FFE-WA-Dr-Ch",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Drawing","Pastel ","FFE-WA-Dr-Pa",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Drawing","Pencil ","FFE-WA-Dr-Pe",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Prints",,"FFE-WA-Pr",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Prints","Drypoint prints","FFE-WA-Pr-DP",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Prints","Linoprints","FFE-WA-Pr-Li",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Prints","Screenprints","FFE-WA-Pr-Sc",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Tapestries",,"FFE-WA-Ta",,,,,,,
"Furniture, Fittings & Equipment","Wall Art","Carvings",,"FFE-WA-Ca",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering",,,"FFE-WC",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Panel",,"FFE-WC-Pa",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Panel","Timber","FFE-WC-Pa-Ti",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper",,"FFE-WC-WP",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Vinyl Solid Sheet","FFE-WC-WP-VSS",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Vinyl Coated Fabric","FFE-WC-WP-VCF",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Vinyl Coated Paper","FFE-WC-WP-VCP",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Non-Woven","FFE-WC-WP-No",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Easy-Walls","FFE-WC-WP-Ea",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Wall Paper","Grasscloth","FFE-WC-WP-Gr",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles",,"FFE-WC-Ti",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Ceramic","FFE-WC-Ti-Ce",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Porcelain","FFE-WC-Ti-Po",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Glass","FFE-WC-Ti-Gl",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Cement","FFE-WC-Ti-Cem",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Marble","FFE-WC-Ti-Ma",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Mosaic","FFE-WC-Ti-Mo",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Granite","FFE-WC-Ti-Gr",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Limestone","FFE-WC-Ti-Li",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Travertine","FFE-WC-Ti-Tr",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Quarry","FFE-WC-Ti-Qu",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Metal","FFE-WC-Ti-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Resin","FFE-WC-Ti-Re",,,,,,,
"Furniture, Fittings & Equipment","Wall Covering","Tiles","Slate","FFE-WC-Ti-Sl",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard",,,"FFE-WG",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Corner Guard",,"FFE-WG-CG",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Corner Guard","Polyvinyl Chloride (PVC)","FFE-WG-CG-PVC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Corner Guard","Metal","FFE-WG-CG-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Corner Guard","Timber","FFE-WG-CG-Ti",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Crash Rail",,"FFE-WG-WCR",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Crash Rail","Polyvinyl Chloride (PVC)","FFE-WG-WCR-PVC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Crash Rail","Metal","FFE-WG-WCR-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Crash Rail","Rubber","FFE-WG-WCR-Ru",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Crash Rail","Timber","FFE-WG-WCR-Ti",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Floor Crash Rail",,"FFE-WG-FCR",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Floor Crash Rail","Polyvinyl Chloride (PVC)","FFE-WG-FCR-PVC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Floor Crash Rail","Metal","FFE-WG-FCR-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Hand Rail",,"FFE-WG-WHR",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Hand Rail","Polyvinyl Chloride (PVC)","FFE-WG-WHR-PVC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Hand Rail","Metal","FFE-WG-WHR-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Hand Rail","Timber","FFE-WG-WHR-Ti",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Covering",,"FFE-WG-WC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Plate",,"FFE-WG-WP",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Plate","Polyvinyl Chloride (PVC)","FFE-WG-WP-PVC",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Plate","Metal","FFE-WG-WP-Me",,,,,,,
"Furniture, Fittings & Equipment","Wall Guard","Wall Plate","Vinyl","FFE-WG-WP-Vi",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment",,,"FFE-WT",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shutters",,"FFE-WT-Sh",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shutters","Louvered","FFE-WT-Sh-Lo",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shutters","Fixed Slats","FFE-WT-Sh-FS",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Woven Wood",,"FFE-WT-WW",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Cellular Shades",,"FFE-WT-CS",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Manual Blinds",,"FFE-WT-MB",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Manual Blinds","Pleated","FFE-WT-MB-Pl",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Manual Blinds","Venetian","FFE-WT-MB-Ven",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Manual Blinds","Vertical","FFE-WT-MB-Ve",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Electric Blinds",,"FFE-WT-EB",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Electric Blinds","Pleated","FFE-WT-EB-Pl",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Electric Blinds","Venetian","FFE-WT-EB-Ven",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Electric Blinds","Vertical","FFE-WT-EB-Ve",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Panels",,"FFE-WT-Pa",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Panels","Shoji","FFE-WT-Pa-Sh",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Panels","Tracks","FFE-WT-Pa-Tr",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shades",,"FFE-WT-Sha",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shades","Roman","FFE-WT-Sha-Rom",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Shades","Roller","FFE-WT-Sha-Ro",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Drapery",,"FFE-WT-Dr",,,,,,,
"Furniture, Fittings & Equipment","Window Treatment","Screen",,"FFE-WT-Sc",,,,,,,
"Furniture, Fittings & Equipment","Documents",,,"FFE-Doc",,,,,,,
"Furniture, Fittings & Equipment","Documents","Advice Note",,"FFE-Doc-AN",,,,,,,
"Furniture, Fittings & Equipment","Documents","Brief",,"FFE-Doc-Br",,,,,,,
"Furniture, Fittings & Equipment","Documents","Brief","Client","FFE-Doc-Br-Cl",,,,,,,
"Furniture, Fittings & Equipment","Documents","Brief","Return","FFE-Doc-Br-Re",,,,,,,
"Furniture, Fittings & Equipment","Documents","Calculations",,"FFE-Doc-Calc",,,,,,,
"Furniture, Fittings & Equipment","Documents","Certification",,"FFE-Doc-Ce",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract",,"FFE-Doc-Co",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract","Conditions","FFE-Doc-Co-Co",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract","Sub-contract","FFE-Doc-Co-SC",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract","Statement of Work","FFE-Doc-Co-SOW",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract","Return Brief","FFE-Doc-Co-RB",,,,,,,
"Furniture, Fittings & Equipment","Documents","Contract","Expression of Interest","FFE-Doc-Co-EOI",,,,,,,
